t;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
344,5;33,48;31,05;24,04;72,62;222,94;222,23;222,56;49,24;49,01;49,03;25,37;23,54;23,72;10886,94;6
346,1;33,57;31,11;24,09;72,64;222,91;222,14;222,48;43,0;43,53;43,56;25,38;23,54;23,72;5516,05;6
347,7;33,61;31,16;24,14;72,65;224,0;223,17;223,66;24,84;24,66;24,74;25,38;23,54;23,73;5502,18;6
349,3;33,7;31,19;24,17;72,66;222,88;222,18;222,61;49,29;49,06;49,09;25,38;23,55;23,73;10902,55;6
351,0;33,78;31,24;24,22;72,68;222,91;222,08;222,54;49,25;49,02;49,05;25,39;23,55;23,74;10880,51;6
352,6;33,87;31,29;24,28;72,69;222,7;222,0;222,32;49,2;48,99;49,0;25,39;23,56;23,74;10888,2;6
354,2;33,94;31,33;24,33;72,71;222,8;222,01;222,54;49,21;48,99;49,02;25,4;23,56;23,75;10880,33;6
355,8;34,02;31,39;24,39;72,72;222,74;221,94;222,52;49,22;48,98;49,02;25,4;23,57;23,75;10872,98;6
357,4;34,11;31,46;24,44;72,73;223,8;222,92;223,48;24,82;24,65;24,73;25,41;23,57;23,75;5496,31;6
359,0;34,2;31,51;24,48;72,74;222,86;222,0;222,59;49,28;49,05;49,09;25,41;23,57;23,76;10899,82;6
360,5;34,23;31,54;24,54;72,75;222,86;221,93;222,48;49,24;48,99;49,04;25,42;23,58;23,76;10878,02;6
362,2;34,3;31,58;24,56;72,77;222,86;222,03;222,59;49,24;48,99;49,03;25,42;23,58;23,77;10884,47;6
363,8;34,36;31,62;24,62;72,79;222,77;222,06;222,42;49,2;48,99;49,01;25,42;23,59;23,77;10881,73;6
365,4;34,43;31,66;24,67;72,8;222,81;222,2;222,55;49,23;49,01;49,04;25,43;23,59;23,78;10889,66;6
367,0;34,51;31,72;24,73;72,81;223,88;223,07;223,54;24,82;24,66;24,73;25,43;23,6;23,78;5498,39;6
368,6;34,58;31,77;24,78;72,82;223,68;222,97;222,51;44,33;44,7;48,88;25,44;23,6;23,78;10894,6;6
370,1;34,64;31,83;24,82;72,83;222,71;222,2;222,56;49,26;49,03;49,07;25,44;23,6;23,79;10894,13;6
371,8;34,68;31,87;24,89;72,85;222,88;222,21;222,63;49,27;49,03;49,05;25,45;23,61;23,79;10892,75;6
373,4;34,73;31,89;24,91;72,86;222,77;221,98;222,46;49,24;48,99;49,02;25,45;23,61;23,8;10877,15;6
375,0;34,8;31,93;24,95;72,88;222,78;221,87;222,33;49,19;48,94;48,97;25,45;23,62;23,8;10861,02;6
376,6;34,88;31,98;25,02;72,88;223,72;222,81;223,48;24,82;24,63;24,72;25,46;23,62;23,81;5482,1;6
378,2;34,95;32,03;25,06;72,9;223,46;222,43;223,2;24,75;24,56;24,65;25,46;23,62;23,81;5473,62;6
379,8;35,02;32,07;25,11;72,91;222,66;221,82;222,38;49,2;48,97;49,0;25,47;23,63;23,81;10854,0;6
381,4;35,08;32,11;25,16;72,92;222,43;221,59;222,19;49,16;48,94;48,97;25,47;23,63;23,82;10849,66;6
383,0;35,13;32,14;25,2;72,94;222,52;221,64;222,14;49,15;48,93;48,96;25,48;23,64;23,82;10842,37;6
384,6;35,16;32,17;25,25;72,95;222,49;221,68;222,24;49,16;48,93;48,96;25,48;23,64;23,83;10843,99;6
386,2;35,23;32,19;25,28;72,97;222,55;221,68;222,23;49,15;48,93;39,32;25,48;23,65;23,83;5694,51;6
387,8;35,28;32,23;25,34;72,98;223,5;222,75;223,22;24,79;24,61;24,7;25,49;23,65;23,84;5483,73;6
389,4;35,35;32,26;25,4;72,98;222,51;221,7;222,35;49,22;48,98;49,05;25,49;23,65;23,84;10873,45;6
391,0;35,42;32,29;25,46;73,0;222,6;221,75;222,41;49,21;48,98;49,03;25,5;23,66;23,84;10864,46;6
392,6;35,48;32,31;25,5;73,01;222,65;221,88;222,34;49,19;48,97;48,96;25,5;23,67;23,85;10853,0;6
394,2;35,55;32,34;25,56;73,03;222,69;221,88;222,29;49,18;48,96;49,0;25,51;23,67;23,85;10869,44;6
395,8;35,63;32,38;25,62;73,05;222,58;221,76;222,26;49,16;48,94;48,98;25,51;23,67;23,86;10863,3;6
397,4;35,66;32,4;25,65;73,05;223,55;222,73;223,37;24,8;24,63;24,71;25,51;23,68;23,86;5485,23;6
399,0;35,74;32,43;25,71;73,06;222,44;221,75;222,11;49,19;48,99;49,01;25,52;23,68;23,87;10869,14;6
400,6;35,81;32,46;25,76;73,07;222,58;221,85;222,33;49,2;48,99;49,01;25,52;23,69;23,87;10862,92;6
402,2;35,88;32,49;25,82;73,09;222,64;221,86;222,38;49,2;48,97;49,01;25,53;23,69;23,88;10865,08;6
403,9;35,95;32,51;25,88;73,11;222,71;221,88;222,3;49,19;48,98;48,99;25,53;23,7;23,88;10865,38;6
405,5;36,02;32,55;25,93;73,12;222,73;221,82;222,33;49,2;48,97;49,0;25,54;23,7;23,88;10858,31;6
407,1;36,1;32,59;26,0;73,13;223,75;222,81;223,4;24,82;24,64;24,73;25,54;23,7;23,89;5487,34;6
408,7;36,16;32,61;26,04;73,14;223,54;222,49;223,2;46,57;46,64;46,68;25,54;23,71;23,89;10852,26;6
410,3;36,2;32,63;26,06;73,15;222,76;221,9;222,42;49,22;48,99;49,03;25,55;23,71;23,9;10872,86;6
411,9;36,26;32,65;26,11;73,17;222,69;221,78;222,27;49,18;48,96;48,99;25,55;23,72;23,9;10868,41;6
413,5;36,33;32,67;26,15;73,18;222,63;221,73;222,33;49,18;48,94;48,99;25,56;23,72;23,91;10852,61;6
415,1;36,39;32,7;26,2;73,2;222,65;221,69;222,43;49,2;48,95;49,0;25,56;23,73;23,91;10856,15;6
416,7;36,45;32,73;26,25;73,21;223,69;222,65;223,26;24,8;24,62;24,7;25,57;23,73;23,92;5480,82;6
418,3;36,5;32,76;26,3;73,22;224,43;223,44;224,1;24,89;24,7;24,79;25,57;23,73;23,92;5519,37;6
419,9;36,55;32,79;26,34;73,23;223,39;222,4;223,01;49,37;49,14;49,17;25,57;23,74;23,92;10923,34;6
421,5;36,59;32,81;26,4;73,24;223,44;222,42;223,07;49,38;49,13;49,16;25,58;23,74;23,93;10926,0;6
423,1;36,63;32,82;26,42;73,26;223,47;222,4;223,07;49,36;49,09;49,13;25,58;23,75;23,93;10924,59;6
424,7;36,69;32,84;26,46;73,27;223,47;222,39;223,15;49,38;49,1;49,16;25,59;23,75;23,94;10922,71;6
426,3;36,75;32,87;26,51;73,29;223,72;222,52;223,32;49,41;49,14;49,21;25,59;23,75;23,94;5641,82;6
427,9;36,81;32,91;26,55;73,3;224,97;223,67;224,42;24,95;24,74;24,83;25,6;23,76;23,94;5532,22;6
429,5;36,87;32,94;26,59;73,31;223,93;222,65;223,34;49,48;49,21;49,26;25,6;23,76;23,95;10956,24;6
431,1;36,92;32,96;26,62;73,32;223,95;222,73;223,48;49,47;49,19;49,25;25,6;23,77;23,95;10956,56;6
432,7;36,97;32,98;26,66;73,33;224,02;222,81;223,47;49,48;49,21;49,25;25,61;23,77;23,96;10962,48;6
434,3;37,0;33,02;26,71;73,35;223,94;222,66;223,35;49,45;49,18;49,22;25,61;23,78;23,96;10948,42;6
435,9;37,05;33,05;26,73;73,37;223,94;222,56;223,3;49,45;49,16;49,22;25,62;23,78;23,97;10926,84;6
437,5;37,11;33,09;26,77;73,38;224,96;223,68;224,43;24,94;24,74;24,82;25,62;23,79;23,97;5533,65;6
439,1;37,16;33,14;26,82;73,39;223,74;222,56;223,21;49,48;49,2;49,24;25,63;23,79;23,97;10955,45;6
440,7;37,23;33,18;26,88;73,41;223,54;222,63;223,18;49,42;49,17;49,2;25,63;23,79;23,98;10951,71;6
442,3;37,28;33,2;26,93;73,41;223,63;222,72;223,16;49,4;49,17;49,22;25,63;23,8;23,98;10949,17;6
443,9;37,34;33,24;26,98;73,43;223,71;222,77;223,22;49,4;49,17;49,21;25,64;23,8;23,99;10947,64;6
445,5;37,4;33,29;27,04;73,44;223,67;222,67;223,2;49,4;49,16;49,2;25,65;23,81;23,99;10949,72;6
447,1;37,43;33,32;27,07;73,46;224,84;223,76;224,33;24,93;24,75;24,82;25,65;23,81;24,0;5538,59;6
448,7;37,5;33,39;27,13;73,47;224,88;223,9;224,05;31,15;47,99;47,99;25,65;23,81;24,0;10973,79;6
450,4;37,57;33,44;27,22;73,48;223,96;222,98;223,36;49,49;49,24;49,27;25,66;23,82;24,0;10976,88;6
452,0;37,64;33,49;27,29;73,5;224,01;222,73;223,14;49,43;49,19;49,22;25,66;23,82;24,01;10968,21;6
453,5;37,7;33,53;27,34;73,51;223,44;222,38;222,87;49,34;49,15;49,19;25,67;23,83;24,02;10950,81;6
455,1;37,75;33,58;27,39;73,52;223,79;222,8;223,26;49,43;49,19;49,22;25,67;23,83;24,02;10958,42;6
456,7;37,8;33,64;27,45;73,54;224,83;223,75;224,28;24,99;24,74;24,82;25,68;23,84;24,02;5539,07;6
458,3;37,84;33,7;27,5;73,55;224,77;223,74;224,27;24,93;24,73;24,82;25,68;23,84;24,03;5535,01;6
459,9;37,9;33,73;27,53;73,56;223,83;222,83;223,24;49,47;49,18;49,22;25,68;23,84;24,03;10957,46;6
461,5;37,97;33,78;27,58;73,57;223,81;222,9;223,38;49,46;49,21;49,26;25,69;23,85;24,04;10976,0;6
463,2;38,02;33,82;27,64;73,59;223,85;222,91;223,36;49,46;49,2;49,24;25,69;23,85;24,04;10961,76;6
464,8;38,09;33,86;27,7;73,61;223,9;222,85;223,39;49,46;49,19;49,24;25,7;23,86;24,05;10958,56;6
466,4;38,16;33,91;27,76;73,61;223,86;222,8;223,32;49,46;49,17;49,24;25,7;23,86;24,05;6873,29;6
468,0;38,23;33,97;27,8;73,63;224,97;223,86;224,4;24,95;24,75;24,84;25,71;23,87;24,05;5542,24;6
469,6;38,29;34,04;27,87;73,63;223,9;222,88;223,4;49,5;49,23;49,29;25,71;23,87;24,06;10972,01;6
471,2;38,32;34,06;27,93;73,65;223,96;222,97;223,55;49,51;49,23;49,29;25,71;23,88;24,06;10973,39;6
472,8;38,39;34,12;27,95;73,67;224,01;222,88;223,53;49,5;49,22;49,3;25,72;23,88;24,07;10971,69;6
474,4;38,44;34,19;28,0;73,68;224,05;222,91;223,54;49,49;49,2;49,28;25,72;23,89;24,07;10968,31;6
476,0;38,52;34,26;28,06;73,7;224,03;222,82;223,49;49,47;49,17;49,26;25,73;23,89;24,08;10956,55;6
477,6;38,59;34,33;28,13;73,71;225,05;223,83;224,48;24,96;24,75;24,85;25,73;23,89;24,08;5542,36;6
479,2;38,67;34,41;28,18;73,72;223,99;222,85;223,41;49,52;49,23;49,29;25,74;23,9;24,08;10974,62;6
480,8;38,74;34,46;28,24;73,73;224,01;223,18;223,44;49,49;49,25;49,31;25,74;23,9;24,09;10992,58;6
482,4;38,8;34,52;28,3;73,74;223,89;223,07;223,35;49,47;49,21;49,29;25,75;23,91;24,09;10977,71;6
484,0;38,84;34,55;28,33;73,76;223,92;223,11;223,36;49,46;49,21;49,29;25,75;23,91;24,1;10977,68;6
485,6;38,89;34,59;28,38;73,77;223,82;223,02;223,27;49,43;49,18;49,25;25,76;23,92;24,1;10966,11;6
487,2;38,96;34,64;28,43;73,79;224,97;224,16;224,43;24,95;24,76;24,86;25,76;23,92;24,11;5551,79;6
488,8;39,02;34,7;28,48;73,8;224,84;223,98;224,31;37,18;36,97;36,18;25,76;23,92;24,11;10986,43;6
490,4;39,09;34,74;28,54;73,81;224,13;223,37;223,66;49,54;49,3;49,39;25,77;23,93;24,12;11009,96;6
492,0;39,13;34,77;28,59;73,82;224,03;223,31;223,6;49,49;49,26;49,35;25,77;23,93;24,12;11000,95;6
493,6;39,17;34,8;28,64;73,83;224,04;223,33;223,61;49,5;49,26;49,35;25,78;23,94;24,12;11008,11;6
495,2;39,19;34,81;28,67;73,85;224,12;223,34;223,65;49,47;49,22;49,31;25,78;23,94;24,13;10998,77;6
496,8;39,22;34,84;28,68;73,87;225,15;224,37;224,68;25,0;24,82;24,91;25,79;23,95;24,13;5552,62;6
498,4;39,27;34,88;28,73;73,88;225,12;224,38;224,64;24,97;24,79;24,89;25,79;23,95;24,14;5561,68;6
500,0;39,31;34,91;28,75;73,89;223,92;223,26;223,53;49,49;49,27;49,35;25,79;23,95;24,14;11008,61;6
501,6;39,35;34,94;28,78;73,9;223,84;223,21;223,47;49,47;49,24;49,31;25,8;23,96;24,15;10990,68;6
503,2;39,39;34,96;28,8;73,91;223,8;223,13;223,3;49,44;49,2;49,28;25,8;23,96;24,15;10976,2;6
504,8;39,42;34,99;28,84;73,93;224,1;223,23;223,43;49,48;49,24;49,3;25,81;23,97;24,15;10996,92;6
506,5;39,46;35,01;28,87;73,94;224,18;223,32;223,57;49,51;49,25;49,3;25,81;23,97;24,16;10418,79;6
508,1;39,46;35,01;28,89;73,96;224,95;224,15;224,32;24,95;24,77;24,85;25,82;23,98;24,16;5560,94;6
509,7;39,51;35,04;28,91;73,97;224,07;223,32;223,43;49,54;49,31;49,33;25,82;23,98;24,17;11013,12;6
511,3;39,54;35,06;28,93;73,98;224,06;223,32;223,5;49,52;49,27;49,3;25,82;23,98;24,17;11002,62;6
512,9;39,55;35,07;28,96;74,0;224,16;223,34;223,47;49,51;49,27;49,32;25,83;23,99;24,18;11006,88;6
514,5;39,59;35,08;29,0;74,0;224,04;223,25;223,5;49,5;49,25;49,3;25,84;24,0;24,18;10996,27;6
516,1;39,62;35,09;29,02;74,02;224,05;223,21;223,49;49,49;49,24;49,3;25,84;24,0;24,18;10987,54;6
517,7;39,64;35,12;29,05;74,04;225,03;224,27;224,53;24,97;24,78;24,86;25,84;24,0;24,19;5557,16;6
519,3;39,68;35,14;29,08;74,04;223,81;223,04;223,23;49,52;49,28;49,32;25,85;24,01;24,19;11002,8;6
520,9;39,7;35,15;29,09;74,06;223,99;223,23;223,42;49,5;49,27;49,31;25,85;24,01;24,2;10991,55;6
522,5;39,72;35,17;29,12;74,07;223,93;223,14;223,48;49,48;49,24;49,31;25,86;24,02;24,2;10988,03;6
524,1;39,75;35,17;29,15;74,09;224,14;223,35;223,67;49,52;49,28;49,35;25,86;24,02;24,21;11007,2;6
525,7;39,76;35,19;29,19;74,1;224,08;223,29;223,63;49,51;49,27;49,34;25,87;24,03;24,21;11006,58;6
527,3;39,8;35,21;29,22;74,11;225,24;224,44;224,79;24,98;24,81;24,89;25,87;24,03;24,22;5570,35;6
528,9;39,83;35,23;29,27;74,12;225,25;224,49;224,8;25,05;24,96;24,9;25,87;24,03;24,22;10982,35;6
530,5;39,86;35,25;29,32;74,13;224,28;223,53;223,87;49,58;49,37;49,42;25,88;24,04;24,22;11019,44;6
532,1;39,87;35,27;29,36;74,15;224,28;223,67;223,91;49,56;49,36;49,41;25,88;24,04;24,23;11034,93;6
533,7;39,9;35,29;29,39;74,17;224,26;223,68;223,93;49,54;49,34;49,39;25,89;24,05;24,23;11036,04;6
535,3;39,94;35,3;29,44;74,18;224,26;223,54;223,9;49,56;49,32;49,4;25,89;24,05;24,24;11032,86;6
536,9;39,98;35,32;29,49;74,2;225,11;224,33;224,95;25,28;25,14;24,93;25,9;24,06;24,24;5577,74;6
538,5;40,03;35,36;29,55;74,2;225,33;224,65;224,95;24,99;24,83;24,91;25,9;24,06;24,25;5572,13;6
540,1;40,07;35,38;29,59;74,21;224,22;223,6;223,88;49,57;49,35;49,41;25,9;24,06;24,25;11036,87;6
541,7;40,11;35,41;29,65;74,23;224,24;223,58;223,79;49,55;49,34;49,38;25,91;24,07;24,25;11026,05;6
543,3;40,14;35,43;29,69;74,24;224,15;223,54;223,83;49,53;49,32;49,39;25,91;24,07;24,26;11004,87;6
544,9;40,17;35,43;29,74;74,26;224,23;223,56;223,94;49,54;49,33;49,4;25,92;24,08;24,26;11028,82;6
546,6;40,21;35,47;29,76;74,28;224,11;223,51;223,95;49,52;49,33;49,39;25,92;24,08;24,27;9262,0;6
548,2;40,25;35,5;29,8;74,28;225,22;224,55;225,0;25,0;24,83;24,92;25,93;24,09;24,27;5577,16;6
549,8;40,3;35,54;29,84;74,3;224,07;223,43;223,66;49,55;49,34;49,37;25,93;24,09;24,28;11018,93;6
551,4;40,34;35,56;29,89;74,3;224,03;223,42;223,66;49,51;49,32;49,35;25,94;24,1;24,28;11019,65;6
553,0;40,38;35,56;29,93;74,32;224,59;224,0;224,24;49,61;49,43;49,47;25,94;24,1;24,28;11072,24;6
554,6;40,43;35,57;29,97;74,34;224,51;224,0;224,29;49,6;49,42;49,47;25,95;24,1;24,29;11063,38;6
556,2;40,47;35,57;30,02;74,35;224,49;223,89;224,16;49,58;49,4;49,46;25,95;24,11;24,29;11053,97;6
557,8;40,49;35,57;30,05;74,37;225,53;224,85;225,13;25,02;24,85;24,92;25,95;24,11;24,3;5585,64;6
559,4;40,55;35,58;30,07;74,37;224,35;223,78;224,04;49,63;49,42;49,47;25,96;24,12;24,3;11057,33;6
561,0;40,6;35,57;30,12;74,39;224,37;223,76;223,95;49,56;49,37;49,41;25,96;24,12;24,31;11054,1;6
562,6;40,64;35,56;30,16;74,4;224,41;223,8;224,03;49,59;49,39;49,43;25,97;24,13;24,31;11057,43;6
564,2;40,69;35,56;30,21;74,41;224,42;223,83;224,06;49,57;49,39;49,43;25,97;24,13;24,32;11041,37;6
565,8;40,73;35,57;30,25;74,43;224,46;223,79;224,09;49,58;49,4;49,43;25,98;24,13;24,32;11059,38;6
567,4;40,79;35,58;30,31;74,44;225,6;224,83;225,22;25,03;24,85;24,94;25,98;24,14;24,33;5585,26;6
569,0;40,81;35,6;30,37;74,45;225,5;224,8;224,9;27,79;28,19;47,07;25,98;24,14;24,33;11044,59;6
570,6;40,88;35,6;30,39;74,47;224,48;223,87;224,18;49,62;49,42;49,48;25,99;24,15;24,33;11063,56;6
572,3;40,93;35,61;30,43;74,48;224,42;223,78;224,14;49,6;49,4;49,44;25,99;24,15;24,34;11053,24;6
573,8;40,98;35,61;30,48;74,5;224,43;223,91;224,1;49,58;49,42;49,45;26,0;24,16;24,34;11064,4;6
575,5;41,03;35,61;30,54;74,51;224,54;223,94;224,24;49,6;49,42;49,47;26,0;24,16;24,35;11069,36;6
577,0;41,08;35,64;30,59;74,52;225,24;224,63;225,19;25,12;24,99;24,94;26,01;24,17;24,35;5590,32;6
578,6;41,13;35,66;30,63;74,53;225,5;224,78;225,16;25,01;24,85;24,94;26,01;24,17;24,36;5585,91;6
580,2;41,18;35,69;30,66;74,54;224,46;223,82;224,2;49,62;49,43;49,48;26,01;24,17;24,36;11061,14;6
581,8;41,2;35,7;30,7;74,56;224,44;223,8;224,1;49,59;49,41;49,44;26,02;24,18;24,36;11054,17;6
583,5;41,24;35,71;30,72;74,57;224,59;223,99;224,26;49,64;49,43;49,46;26,02;24,18;24,37;11076,2;6
585,1;41,28;35,74;30,76;74,59;224,72;224,06;224,4;49,65;49,45;49,5;26,03;24,19;24,37;11077,42;6
586,7;41,34;35,77;30,79;74,61;224,75;224,04;224,31;49,64;49,44;49,48;26,03;24,19;24,38;11077,05;6
588,3;41,39;35,81;30,82;74,61;225,66;225,05;225,38;25,04;24,87;24,96;26,04;24,2;24,38;5595,41;6
589,8;41,45;35,85;30,86;74,62;224,63;223,96;224,22;49,66;49,46;49,5;26,04;24,2;24,38;11074,44;6
591,5;41,5;35,87;30,91;74,63;224,64;223,93;224,22;49,63;49,43;49,47;26,05;24,2;24,39;11071,61;6
593,1;41,55;35,9;30,95;74,65;224,6;223,91;224,24;49,33;49,1;49,16;26,05;24,21;24,39;10796,87;6
594,7;41,57;35,91;30,98;74,67;224,53;223,89;224,22;49,62;49,42;49,46;26,05;24,21;24,4;11066,59;6
596,3;41,63;35,94;31,02;74,68;224,61;223,89;224,34;49,64;49,44;49,47;26,06;24,22;24,41;11068,25;6
597,9;41,69;35,97;31,05;74,69;225,72;224,96;225,33;25,04;24,88;24,96;26,06;24,22;24,41;5597,77;6
599,5;41,73;35,99;31,09;74,71;224,51;223,75;224,04;49,66;49,42;49,45;26,07;24,23;24,41;11009,32;6
601,1;41,78;36,0;31,12;74,72;224,32;223,65;223,9;49,57;49,39;49,42;26,07;24,23;24,42;11047,05;6
602,7;41,83;36,0;31,16;74,73;224,15;223,52;223,8;49,53;49,32;49,37;26,08;24,23;24,42;11020,94;6
604,3;41,87;36,01;31,2;74,74;223,49;222,81;223,05;49,36;49,16;49,19;26,08;24,24;24,43;10928,46;6
605,9;41,91;36,02;31,24;74,76;223,3;222,74;222,87;49,33;49,16;49,18;26,09;24,24;24,43;10948,33;6
607,5;41,92;36,02;31,28;74,78;224,4;223,69;223,96;24,89;24,74;24,81;26,09;24,25;24,44;5531,52;6
609,1;41,96;36,03;31,31;74,78;224,38;223,65;223,95;32,58;33,22;33,24;26,09;24,25;24,44;10935,06;6
610,8;41,98;36,03;31,35;74,8;223,3;222,68;222,92;49,34;49,17;49,19;26,1;24,26;24,44;10949,39;6
612,3;42,01;36,03;31,4;74,81;223,12;222,46;222,74;49,34;49,14;49,17;26,1;24,26;24,45;10938,87;6
613,9;42,04;36,04;31,45;74,82;223,17;222,6;222,83;49,31;49,14;49,16;26,11;24,26;24,45;10934,78;6
615,6;42,07;36,04;31,48;74,84;223,13;222,47;222,77;49,3;49,11;49,14;26,11;24,27;24,46;10923,74;6
617,1;42,11;36,06;31,53;74,85;224,19;223,53;223,9;24,93;24,77;24,84;26,12;24,27;24,46;5529,24;6
618,7;42,11;36,07;31,57;74,86;224,15;223,47;223,82;24,87;24,71;24,78;26,12;24,28;24,46;5522,24;6
620,3;42,16;36,09;31,59;74,87;222,96;222,34;222,67;49,3;49,11;49,15;26,12;24,28;24,47;10919,75;6
621,9;42,2;36,09;31,63;74,89;223,24;222,63;222,93;49,31;49,13;49,16;26,13;24,29;24,47;10936,37;6
623,6;42,23;36,09;31,68;74,9;223,14;222,49;222,88;49,31;49,12;49,17;26,13;24,29;24,48;10927,12;6
625,2;42,28;36,11;31,73;74,91;223,11;222,47;222,82;49,29;49,12;49,16;26,14;24,3;24,48;10935,2;6
626,8;42,31;36,11;31,78;74,93;223,08;222,47;222,84;49,3;49,12;49,16;26,14;24,3;24,49;10746,16;6
628,4;42,35;36,12;31,8;74,94;224,31;223,6;223,99;24,89;24,73;24,81;26,15;24,3;24,49;5530,35;6
630,0;42,4;36,12;31,86;74,95;223,31;222,76;223,06;49,4;49,23;49,27;26,15;24,31;24,49;10963,11;6
631,6;42,41;36,12;31,91;74,97;223,46;222,72;223,12;49,39;49,19;49,24;26,15;24,31;24,5;10957,97;6
633,2;42,45;36,12;31,91;74,98;223,42;222,75;223,13;49,39;49,17;49,23;26,16;24,32;24,51;10951,76;6
634,8;42,49;36,12;31,95;74,99;223,59;222,93;222,72;49,28;49,09;49,19;26,16;24,32;24,51;10947,17;6
636,4;42,53;36,14;32,0;75,0;223,27;222,57;223,04;49,35;49,15;49,2;26,17;24,33;24,51;10940,99;6
638,0;42,57;36,17;32,04;75,02;224,4;223,62;224,02;24,9;24,73;24,82;26,17;24,33;24,52;5529,26;6
639,6;42,61;36,2;32,07;75,03;223,34;222,64;223,05;49,42;49,21;49,26;26,18;24,33;24,52;10957,05;6
641,2;42,63;36,23;32,12;75,04;223,44;222,71;223,1;49,41;49,19;49,23;26,18;24,34;24,53;10955,68;6
642,8;42,64;36,25;32,15;75,06;223,31;222,67;223,04;49,38;49,15;49,2;26,19;24,34;24,53;10938,93;6
644,4;42,66;36,27;32,17;75,07;223,25;222,44;222,81;49,32;49,11;49,16;26,19;24,35;24,54;10934,84;6
646,0;42,69;36,31;32,22;75,09;223,3;222,6;222,97;49,35;49,14;49,2;26,19;24,35;24,54;10941,27;6
647,6;42,71;36,34;32,25;75,1;224,5;223,65;224,16;24,91;24,73;24,83;26,2;24,36;24,54;5530,92;6
649,2;42,72;36,39;32,29;75,11;224,47;223,68;224,18;24,91;24,73;24,83;26,2;24,36;24,55;10870,74;6
650,8;42,74;36,41;32,33;75,12;223,37;222,59;223,02;49,4;49,17;49,24;26,21;24,36;24,55;10939,11;6
652,4;42,76;36,44;32,37;75,13;223,29;222,5;222,9;49,35;49,13;49,19;26,21;24,37;24,56;10927,27;6
654,0;42,79;36,44;32,39;75,15;223,32;222,56;222,9;49,36;49,14;49,19;26,22;24,37;24,56;10936,74;6
655,6;42,8;36,46;32,45;75,17;223,46;222,7;223,04;49,38;49,16;49,21;26,22;24,38;24,57;10951,14;6
657,2;42,84;36,49;32,47;75,18;224,06;223,18;223,62;25,35;25,17;24,82;26,23;24,38;24,57;5527,62;6
658,8;42,88;36,5;32,52;75,19;224,39;223,63;223,97;24,9;24,73;24,8;26,23;24,39;24,57;5523,64;6
660,4;42,92;36,52;32,56;75,2;223,35;222,71;223,01;49,4;49,21;49,22;26,23;24,39;24,58;10954,65;6
662,0;42,95;36,54;32,6;75,21;223,27;222,6;222,92;49,36;49,17;49,2;26,24;24,39;24,58;10947,95;6
663,6;42,99;36,56;32,65;75,23;223,36;222,6;223,01;49,37;49,16;49,21;26,24;24,4;24,59;10948,02;6
665,2;43,03;36,59;32,69;75,24;223,17;222,46;222,73;49,32;49,12;49,15;26,25;24,41;24,59;10925,41;6
666,8;43,06;36,62;32,72;75,26;223,09;222,35;222,66;49,3;49,1;49,14;26,25;24,41;24,6;9775,57;6
668,5;43,08;36,66;32,77;75,27;224,2;223,42;223,84;24,88;24,71;24,8;26,26;24,41;24,6;5519,07;6
670,1;43,13;36,69;32,79;75,27;223,15;222,32;222,69;49,35;49,12;49,17;26,26;24,41;24,6;10918,54;6
671,7;43,18;36,72;32,82;75,29;223,14;222,35;222,65;49,33;49,11;49,13;26,26;24,42;24,61;10918,43;6
673,3;43,21;36,74;32,87;75,3;223,11;222,29;222,71;49,32;49,09;49,15;26,27;24,43;24,61;10906,38;6
674,9;43,25;36,75;32,89;75,32;223,15;222,4;222,67;49,31;49,1;49,13;26,27;24,43;24,62;10914,77;6
676,5;43,31;36,78;32,95;75,34;223,14;222,34;222,62;49,31;49,1;49,12;26,28;24,44;24,62;10912,85;6
678,1;43,37;36,81;33,0;75,35;224,24;223,35;223,7;24,88;24,7;24,79;26,28;24,44;24,63;5519,83;6
679,8;43,45;36,84;33,04;75,36;223,1;222,32;222,5;49,36;49,14;49,16;26,28;24,44;24,63;10925,96;6
681,4;43,47;36,85;33,08;75,36;223,07;222,27;222,56;49,32;49,1;49,14;26,29;24,45;24,63;10916,87;6
683,0;43,53;36,86;33,11;75,38;222,96;222,26;222,52;49,28;49,08;49,12;26,29;24,45;24,64;10910,53;6
684,5;43,59;36,87;33,16;75,4;222,83;222,12;222,44;49,23;49,04;49,08;26,3;24,46;24,64;10879,03;6
686,1;43,65;36,87;33,2;75,41;222,99;222,23;222,52;49,28;49,06;49,1;26,31;24,46;24,65;10902,69;6
687,8;43,71;36,89;33,25;75,43;223,95;223,11;223,47;24,85;24,67;24,75;26,31;24,47;24,65;5503,62;6
689,4;43,77;36,91;33,29;75,44;223,9;223,11;223,41;45,46;45,7;45,71;26,31;24,47;24,66;10903,78;6
691,0;43,82;36,92;33,34;75,45;223,0;222,25;222,53;49,32;49,11;49,14;26,31;24,47;24,66;10893,37;6
692,7;43,86;36,94;33,38;75,46;223,05;222,25;222,61;49,32;49,08;49,12;26,32;24,48;24,66;10903,09;6
694,3;43,91;36,96;33,41;75,47;223,02;222,18;222,54;49,29;49,07;49,1;26,33;24,48;24,67;10897,25;6
695,9;43,95;36,97;33,45;75,49;222,79;221,99;222,31;49,24;49,02;49,06;26,33;24,49;24,67;10890,14;6
697,5;43,98;37,0;33,46;75,51;223,93;223,08;223,5;24,86;24,67;24,75;26,34;24,49;24,68;5504,1;6
